Date,005930,000660,005380,005490,051910,035420,207940,105560,028260,055550,032830,012330,015760,034730,017670,018260,096770,051900,090430,066570,003550,086790,033780,011170,010950,006400,000270,000810,002790,034220,000030,010130,036570,035720,024110,139480,009540,009150,030200,004020,006800,021240,035250,018880,128940,008930,023530,161390,078930,032640,088350,009830,001040,086280,047810,004990,005830,071050,000720,005940,097950,004800,036460,002380,029780,001450,010060,009240,016360,012750,008770,010140,003490,000880,138930,028050,012630,000120,028670,004170,008560,007070,011780,011070,047050,026960,006280,000210,000100,007310,006260,204320,047040,069960,006360,042670,000150,030000,003410,010620,009420,006650,069620,010120,120110,005250,004370,004000,000670,114090,051600,161890,000240,003520,012450,034020,020150,001800,011790,011210,000080,001740,079160,005440,003240,017800,115390,057050,103140,064350,185750,111770,214320,005610,014820,192820,079550,003300,003000,000070,002350,005300,010780,001120,001230,006840,001430,105630,145990,069260,170900,093370,049770,001060,093050,001680,052690,073240,000640,005850,007570,108670,003620,020000,014680,029530,002270,025540,064960,019680,005180,060980,002240,025860,003030,079430,000990,096760,033920,001520,006120,009290,034120,003850,192400,003920,027410,036580,004490,002960,008060,014830,097230,000050
2017.02.21,211252,2227708,324845,364012,186061,115574,163959,758533,292388,649507,297162,139249,1931448,125364,95026,63982,140789,845000,64462,443630,200266,649005,300684,252581,196321,206816,607505,129523,116636,2255032,986193,67830,127415,1573781,847395,85597,398700,368933,501294,418761,5487875,59808,166561,659298,33570,61500,159279,198479,129964,771990,470290,961336,41932,69183,358557,26700,147728,178526,349027,2848214,63300,114446,87249,22792,114185,386841,123403,95007,419729,61078,738475,1584818,1443824,86574,471126,2190306,407166,57179,8845181,55168,2436033,126663,363358,256305,25100,47835,23718,118581,70165,7058,74386,271000,836782,199854,575373,1511774,26218,102659,55368,329349,236333,33715,42565,78498,112571,213637,12522,141138,1087,181877,184800,122382,51016,1332680,402457,878017,313965,19196,139170,162369,466327,1072610,69392,175437,593,101731,136584,27840,291715,20800,76816,112220,52851,9178,8698,74180,61908,17342,56223,10374,105697,1925,42200,142996,347531,26836,49781,414828,16682,56747,28802,781666,8375,79170,92129,229248,95926,412350,23218,100233,40831,55214,198407,32065,31084,11753,1740,12991,57547,76397,19225,41058,23245,70296,37472,78200,18650,79602,18206,190984,536040,82572,28494,25954,23465,274,74759,162005,15919,2226,168652,15806,395196,24490
2017.02.22,170789,2678429,423978,351507,254219,107372,106637,592610,300386,691596,131315,185255,1621272,127057,198661,116067,291087,26906,85716,703290,162713,515100,238462,917212,194072,140634,600392,141407,106704,1558980,989283,51039,164343,1034489,12450,77738,421939,59400,487986,234430,4757147,120851,286611,636953,40259,64546,143360,256064,162382,2077805,473469,1023111,44841,101134,500617,22762,234667,143659,362877,1741663,69826,121696,167962,16442,74260,384769,197035,73503,481385,41446,352170,2962516,1556792,142742,514496,2577508,457213,49957,7003090,87146,1492486,122569,187269,419467,229196,40210,17231,138821,95255,7198,84713,33434,497366,146177,426541,4670087,46314,357459,77263,295835,12650,38802,29591,49796,62723,86804,11960,81270,1263,173345,131199,112690,57395,2166406,1054394,685129,196021,10693,169616,118251,102012,817983,142339,161452,599,64442,152578,23651,121870,282230,65520,162416,73723,9637,11310,135500,105372,11475,49804,104000,99841,2105,108571,160487,275278,15741,29923,26250,9107,60789,20170,501462,9997,66147,109273,142382,83416,344251,19146,73610,29006,41699,398933,43196,27596,11694,2220,5427,62169,87750,17725,40277,12846,30084,21065,198382,648812,86578,22700,269024,208708,73536,60632,18308,7413,416,145447,208627,15879,2562,75288,11360,663183,22730
2017.02.23,204346,3374139,790326,213638,309140,96955,144561,876252,123000,837757,228168,333293,1195574,138708,229000,69706,249475,38155,161495,773393,185363,35950,476783,161629,349853,197088,873087,194912,112176,1240462,588168,224307,82303,507957,897530,132289,213616,493987,504675,248034,2775981,188927,422571,729553,62539,85933,256381,358717,154722,2787002,792683,2357986,91306,80082,549522,30572,434085,135826,270496,1231239,38559,135079,155732,22811,116530,418966,183885,49334,33800,46721,2481442,2279762,920414,256622,775406,1424259,364375,38626,5423099,149713,1293139,267014,77800,437588,229774,42504,56388,142129,128490,16663,66501,36349,560958,295199,244177,2829442,59755,382133,86923,143218,12650,38426,50879,74200,84334,62464,177474,114962,1647,499196,173345,110962,81544,1268243,833621,786958,297723,15312,95038,67200,128185,734541,107380,244183,769,85085,15350,22889,111241,148611,66403,199141,50142,17332,10851,77573,70400,11308,65235,15840,132919,1848,73647,189916,403309,41052,36848,270111,9129,95996,24182,650495,6080,87278,75693,168870,108778,351522,128000,87054,89886,41166,8030,41852,28619,16329,3152,7717,61078,105494,14609,32016,8528,34219,19691,100361,591151,74033,29686,638869,238133,121317,28186,24449,9619,732,246306,460069,17051,2044,74551,13572,413892,14100
2017.02.24,185937,7707747,248236,479758,276766,77173,84069,1186040,235107,803946,252453,156173,1601550,130901,151517,119423,257640,61615,306334,825344,208117,1085777,100500,278996,219733,157671,509877,130488,313373,2408188,874136,83214,128559,369669,1249283,1262418,155355,855809,30200,531447,2698356,182751,34900,945075,114827,204472,189370,160667,122378,1364863,662011,2308017,70720,46218,468390,19751,163674,119909,256580,1270013,28700,138937,136992,12697,80845,365947,151105,35684,183831,68673,1002774,1824563,616767,809647,3134440,3081283,273395,29537,4220024,110799,1284839,208849,172144,465200,159577,25500,40560,138601,57733,12749,89580,268000,475533,127508,245501,2907718,89343,242035,86127,131622,1272393,39877,68956,42401,133756,109105,73691,115579,1263,269414,796422,379678,62107,41534146,515130,946201,241345,32207,102087,149686,227257,501970,84772,237832,824,51500,101399,33477,306781,124778,104809,118506,80706,41466,32366,185398,78040,19273,76259,11101,134660,2225,44270,198788,424873,63009,41995,355704,20672,50051,22746,1094541,12592,212205,219535,161069,194781,637031,29804,76990,61385,45729,138197,69805,45895,13777,2288,8223,51372,75985,35105,65000,13719,28496,48815,34405,418631,177705,79094,455283,158824,160912,61931,19383,6516,1096,251227,217096,22265,2308,134040,9130,324657,35348
2017.02.27,180674,7604699,183801,277500,201230,33895,89333,1126840,124000,1025641,149353,101199,1869271,215000,90507,79691,179594,36737,103259,2350933,216325,1311347,369598,334076,106108,353624,357844,101422,100870,2061642,1467830,46789,331502,330736,1038493,229732,182994,495145,30300,293053,1664530,111874,286287,1173733,109803,339302,114416,337965,161942,1225382,759746,903648,39590,61148,303773,17104,96121,78031,272739,745361,31398,52584,111072,17927,118801,215325,202582,25047,161891,42619,592579,1033277,299510,266016,638284,7077794,624828,30973,2853670,52827,722963,451744,196481,310805,96256,58558,42180,160582,37114,5733,72963,48638,371758,147020,270982,4691734,31117,493357,15000,231245,545940,57277,42477,24199,83360,92998,32674,100363,895,283614,359463,153991,102010,12088111,326994,509370,379761,34825,112446,67900,21150,848441,53805,261346,710,82647,152650,40350,39500,87787,57584,626942,30814,30213,17411,105555,61729,11045,55672,15506,142161,1197,42633,118662,726707,21326,39573,456924,15703,42560,30175,530323,6732,47200,21000,164964,228975,481611,129500,71753,64394,31284,156562,47737,35940,5865,3338,3551,61528,8180,12984,17197,8879,33966,16778,46490,438974,184089,44249,231166,127763,162923,22575,53600,3997,308,103454,13200,11864,1700,61318,6551,183501,16344
2017.02.28,301774,5588155,476960,346205,212901,97398,151499,1211585,413692,1038108,327489,196024,1625744,184547,177080,125175,217112,860000,147559,1519971,308226,1330332,102000,127696,277097,370331,37650,163400,142134,1949940,1110339,85736,427826,444304,1529445,136469,668880,361623,30350,348600,2825134,160000,334581,936601,70782,217626,160537,58700,252229,9229756,909908,839740,70457,77016,397977,55034,226816,159136,635028,910718,25471,123063,150028,29340,136674,322895,157513,220000,345323,89100,823324,2879831,571059,260774,1102740,2426322,315086,55009,11504136,74456,1341675,254739,145689,211656,290197,91756,31490,153131,217000,8985,100051,43550,1324044,164836,465946,4745680,233067,524405,229410,585888,392938,263000,58086,42400,63789,74117,29590,120775,2456,166418,277362,134590,132006,7100534,469193,3256278,14800,22169,146260,248007,166922,927127,112819,147555,1026,79705,181813,28040,177322,141907,66628,228652,38829,23167,15666,97804,86377,18630,59692,23941,110231,5181,34405,191594,489587,32714,58646,133125,12332,1722285,39242,435496,5792,124788,76202,24400,126945,740313,44071,146576,75359,47217,157494,38539,38336,12831,3386,8773,54438,84768,17576,26551,9896,90876,21358,115169,259621,165513,27965,415223,338175,179723,21072,20587,13301,1827,150240,114371,18865,1774,81192,11656,363124,52410
2017.03.02,424996,7093071,660227,512186,411436,150962,151100,1995223,396116,1520677,434457,354606,1853680,199294,143949,92546,352864,51410,331092,1329490,327484,1799642,492684,164910,468077,127000,1528045,271004,174354,2139695,1862947,123179,752617,354383,2002357,182810,497929,385869,895175,580254,4710268,204348,530121,1935673,53163,141045,407547,460696,240612,3428244,1045921,1504465,96053,103270,543935,52534,383962,221664,542563,1876666,63899,121492,186421,23352,140252,458945,361679,71820,681909,72697,422759,3420334,532829,299957,1170015,3570610,438679,52849,4642808,82320,2081750,185756,187793,191236,242619,64828,33433,182134,48033,8432,172270,84390,709686,130435,796826,4691237,111858,354054,154226,357397,321993,32412,54629,67925,97176,81341,54066,103838,1792,207190,168200,165038,157633,15197044,549015,1226662,239335,30827,117175,200097,151995,1784291,447455,201650,1602,74505,99820,37968,238570,155557,41753,144420,20614,32781,23336,142028,158324,16493,82668,26476,122456,6347,61913,157407,771547,17887,179127,149635,15706,205498,23924,1133479,8981,86663,82280,197791,90738,552124,20538,164974,69898,105000,232254,78687,40749,38234,11159,18645,39562,72412,26773,30046,16289,76910,32317,94721,401694,183812,35875,442972,153016,8850,35422,20849,17020,1926,98267,12850,16076,407000,118412,21397,971591,35223
2017.03.03,254174,3937032,774281,261238,381929,98302,73606,1193588,120500,968309,118158,313990,1166862,117787,181980,74002,181229,130170,1060753,1001078,62400,1001877,449851,112065,230463,184324,1108624,257000,543308,1738145,1056804,75654,565452,396672,1434847,139191,310735,250008,750891,317563,3451860,189451,222585,2796654,61815,151866,287733,253330,112252,1809120,718642,1176520,87165,149500,327894,73508,307024,97996,331641,1465253,29858,89810,111924,19200,61945,394295,292715,31438,496484,38823,3051489,2038960,963489,221259,496791,5425875,250715,48451,5223883,174813,1469141,138116,165671,186984,219155,33398,22186,136866,29646,4894,109764,127182,672617,247593,322825,9080,28821,147320,94568,186672,400506,34012,62111,80446,89073,60413,24158,80783,1592,1038879,179042,281739,121974,3584869,548544,980536,431675,31957,83015,186020,230257,1932025,198271,154765,625,78706,169967,32812,103174,111781,40944,108493,43086,26328,17524,196508,113427,12372,48853,16695,136921,5059,60497,107102,717649,54223,161069,182944,15776,154951,18061,1031932,4796,117024,111544,165747,75507,884972,25937,175482,89095,57163,224535,57812,41208,7298,6620,69300,47431,53994,15126,28871,9348,9010,8495,124996,299520,163002,20261,267318,62600,87980,33641,21982,20682,1607,61262,125194,9290,407000,158304,13354,545086,27157
2017.03.06,244697,5045970,568168,201812,415679,57995,93995,1215440,414429,962018,177876,235500,1144649,67172,154891,86706,306777,90155,831520,959701,368299,891548,101000,347000,345990,122500,671571,120013,387980,1161119,930407,107914,364685,382382,1221768,76280,237057,467025,409355,61500,2791283,143487,469908,1150942,54552,127661,162341,244293,140842,1856417,931907,878371,61480,72498,500950,24200,279236,101880,422618,1317810,48354,96248,149512,27447,113994,341290,220917,47385,314741,52772,1279622,3699191,713765,243014,515934,3570974,178045,82223,4246876,75843,1259749,150911,172619,146288,23600,31025,30438,186972,30046,5237,95954,123678,548567,154117,359836,2612571,45221,154857,139560,207740,335230,32411,31315,48200,140784,36562,20487,82192,2620,351385,95751,238248,19750,6085588,311638,680215,428873,41419,172695,130306,236379,1461904,86823,16000,1004,78832,342495,24893,153503,174271,101636,216114,50857,16995,24977,124464,65060,9059,58752,24050,13500,2588,72358,125698,271682,62016,73317,121241,15224,157307,22968,839973,5996,77386,134458,133081,94173,629621,58970,228392,69752,47510,224019,154200,37420,8596,6055,13805,40781,105556,20590,40649,17012,49342,24526,113057,311851,77896,32474,641297,95133,83078,36022,51300,23374,1197,68900,107923,11484,2476,192872,20221,535675,40318
2017.03.07,211065,3439908,361237,163891,153695,48316,137830,777078,303550,471074,103657,144187,1141205,111090,83318,63978,153000,80125,394630,1734620,391442,859816,101000,112119,256888,124000,558247,100460,109500,2157918,1237683,102896,271178,277748,12200,71510,290510,358215,331168,189564,2408838,129070,397417,547491,57150,59700,94389,195178,117382,1267435,651351,654519,43143,151000,321791,45444,141959,92673,385964,931223,27421,115509,95334,33337,90318,184321,221057,58897,287533,61209,608855,5272415,376243,191446,554840,3709676,298255,43813,3961641,55626,1501091,87873,160209,123768,282085,51386,16948,192426,25178,3794,64100,85555,1464485,108698,969810,6394262,69600,217006,75282,512313,217858,29567,38248,146894,262059,65909,19190,46562,6677,167784,280066,98722,137821,3215901,494780,1225705,140513,18629,114918,111902,175448,954627,111786,188008,1110,141989,178301,15831,118887,172283,31232,224308,28578,15931,15836,79924,129519,6535,49406,15884,59458,2019,35253,241830,325621,55560,66409,212398,22717,157046,26917,632580,3977,66777,110226,23650,186554,424370,38550,21600,51156,138613,121003,88638,22687,9401,4010,4692,78262,110774,15796,29175,5648,131073,19026,236839,295770,76280,23000,320547,195893,145791,26252,38586,16776,1010,101720,126452,8931,1606,112977,12879,1886479,55751
2017.03.08,2007000,3728263,430524,344480,296457,56378,271238,1360589,232995,743938,120006,160321,1825575,214000,565790,64470,293735,38737,279005,1777042,266442,1353233,101500,134710,241093,653779,659937,131982,329354,1911122,13350,406000,212754,286714,1449146,105751,202574,353473,1319942,274704,1490325,132216,33900,597322,89243,180254,95625,205185,135480,2362297,1189337,886139,74990,119623,234410,43827,204680,92014,340142,565594,28751,144679,153553,18339,39950,420862,122603,98485,203238,61068,389029,3743421,671408,117368,760661,2902328,283584,58172,5039397,178500,895375,186653,214217,137240,553330,38641,148500,321094,54162,5458,98635,66336,1197591,68360,700714,2121657,104386,286983,87856,241317,213269,32233,43716,126981,148171,104151,11681,42975,4766,19000,146933,99337,118334,4076084,440576,660676,282797,16532,111134,65600,152326,880778,68023,225879,866,80515,191911,33114,171539,242033,37715,539731,42089,11607,23786,76380,115471,12197,51988,16538,121703,2300,32465,206314,825199,31866,83002,449538,11706,125251,23304,596875,6176,44350,145012,110408,284543,1055169,26435,149944,73943,103900,134155,166165,33851,7987,3583,9184,55525,8000,12064,25468,21026,89933,22063,138460,18550,80453,27653,346661,128376,64367,35909,24674,14127,864,128628,83224,7650,1483,159438,8424,736311,43857
2017.03.09,2001000,48000,516356,308172,274928,75785,109589,1246233,307838,833203,186840,255939,1297051,193222,389887,110267,451992,47316,186833,1196256,280283,1156682,544789,95997,319568,321559,725906,109194,326383,1043082,1260569,74647,183620,350630,12400,134916,250767,432363,1080742,509873,2774492,105599,378635,686059,54836,168688,113761,294597,149145,2012572,893187,709615,161500,56075,411516,25985,189002,124035,554358,1816349,23201,94918,207342,14170,89118,394690,228301,82191,315205,77373,987900,3373562,1168555,226564,1102651,6871629,222637,31916,4826190,52974,1176020,50800,292214,216067,729395,44634,32815,172594,35463,6185,184589,80565,606150,97806,354944,1935087,110540,495113,88846,292417,194661,19527,48479,59800,248219,25300,18672,136839,3961,262105,123597,279154,131054,2954280,315485,591199,179308,26647,461347,106696,164911,764178,144819,16300,1342,122749,96512,26552,136074,19700,40244,348355,36852,199000,14026,92764,115645,16194,73813,17468,151601,2092,43007,207878,620854,22967,82713,335546,13544,120907,93000,404998,3063,74399,20750,112260,188182,534532,20714,76488,37500,99882,119429,132673,37466,20779,2236,8713,67781,84721,15977,32260,11020,52814,17979,126207,580675,133377,44725,400239,62900,127045,25420,17110,16711,968,71060,13200,9551,3683,177768,15623,1057266,39490
